product_id,product_name,product_category,product_weight_g,product_volume_cm3,price_inr,fragility_level,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material,flag_weight_outlier,flag_volume_outlier,flag_price_outlier
PRD0150,MDH Oil 1000 g,Grocery,1000.0,2001.26,149.54,Medium,Low,Low,540,Bottle,PET Plastic,False,False,False
PRD0151,Betadine Antiseptic 500 ml,Healthcare,500.0,561.84,264.55,Medium,Medium,Medium,730,Bottle,HDPE Plastic,False,False,False
PRD0152,Britannia Dairy Yogurt 400 g,Dairy,400.0,662.14,13.73,Medium,High,High,20,Cup,Paperboard (Folding Carton),False,False,False
PRD0153,Lakmé Gel 100 g,Cosmetics,100.0,143.42,101.62,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0154,Dabur Body Wash 400 ml v3,Personal Care,400.0,454.68,186.71,Low,Low,Medium,720,Pouch,LDPE Plastic,False,False,False
PRD0155,Mother Dairy Yogurt 150 g,Dairy,150.0,327.14,10.0,Medium,High,High,20,Cup,PP Plastic,False,False,False
PRD0156,Everest Honey 1000 g,Grocery,1000.0,1918.54,437.77,Medium,Low,Low,540,Bottle,PET Plastic,False,False,False
PRD0157,Maaza Iced Tea 250 ml,Beverages,250.0,266.39,22.28,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0158,Rajdhani Tea 500 g,Grocery,500.0,657.59,226.3,Low,Low,High,365,Pouch,LDPE Plastic,False,False,False
PRD0159,Amul Yogurt 150 g,Dairy,150.0,258.89,10.0,Medium,High,High,20,Cup,PP Plastic,False,False,False
PRD0160,L'Oréal Gel 100 g,Cosmetics,100.0,205.45,90.94,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0161,Mother Dairy Butter 200 g,Dairy,200.0,275.01,53.67,Medium,High,High,180,Wrapper,LDPE Plastic,False,False,False
PRD0162,Plum Perfume 100 ml,Cosmetics,100.0,113.52,851.88,Medium,Low,Medium,1095,Box,Glass (Soda-Lime),False,False,False
PRD0163,Head & Shoulders Face Wash 100 g,Personal Care,100.0,156.59,90.01,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0164,Kissan Dry Fruits 500 g,Food,500.0,873.07,472.87,Low,Low,Medium,240,Wrapper,Cellulose Film,False,False,False
PRD0165,Harpic Toilet Cleaner 500 ml,Home Care,500.0,541.08,70.37,Low,Low,Low,720,Bottle,HDPE Plastic,False,False,False
PRD0166,Amul Curd 200 ml,Dairy,200.0,208.17,10.0,Medium,High,High,7,Bottle,HDPE Plastic,False,False,False
PRD0167,Maybelline Cream 100 g v2,Cosmetics,100.0,161.92,130.98,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0168,Odonil Surface Cleaner 500 ml,Home Care,500.0,533.0,88.56,Low,Low,Low,720,Bag,HDPE Plastic,False,False,False
PRD0169,Britannia Dry Fruits 100 g,Food,100.0,171.8,82.13,Low,Low,Medium,240,Pouch,Cellulose Film,False,False,False
PRD0170,Aashirvaad Pulses 500 g,Grocery,500.0,1006.68,66.47,Low,Low,Low,365,Bag,LDPE Plastic,False,False,False
PRD0171,Betadine Cream 50 g,Healthcare,50.0,107.51,188.19,Medium,Medium,Medium,540,Tube,HDPE Plastic,False,False,False
PRD0172,Lakmé Lipstick 5 g v2,Cosmetics,5.0,9.34,633.88,Low,Low,Medium,1095,Box,Paperboard (Folding Carton),True,True,False
PRD0173,Sprite Soda 250 ml,Beverages,250.0,257.58,22.78,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0174,Head & Shoulders Lotion 100 ml,Personal Care,100.0,107.78,69.06,Low,Low,Medium,720,Bottle,LDPE Plastic,False,False,False
PRD0175,Himalaya Conditioner 90 ml v2,Personal Care,90.0,101.61,44.9,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0176,Rajdhani Pickle 1000 g,Grocery,1000.0,1350.96,201.76,Medium,Low,Low,540,Jar,Glass (Soda-Lime),False,False,False
PRD0177,Mamaearth Serum 50 ml,Cosmetics,50.0,100.43,932.05,Low,Low,Medium,730,Bottle,HDPE Plastic,False,False,False
PRD0178,India Gate Sugar 1000 g,Grocery,1000.0,1673.5,46.91,Low,Low,Low,365,Bag,PP Plastic,False,False,False
PRD0179,Everest Pickle 500 g,Grocery,500.0,775.97,101.04,Medium,Low,Low,540,Jar,PET Plastic,False,False,False
PRD0180,Saffola Flour 2000 g,Grocery,2000.0,4843.08,108.65,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached),False,False,False
PRD0181,Odonil Toilet Cleaner 500 ml,Home Care,500.0,525.16,75.61,Low,Low,Low,720,Bag,LDPE Plastic,False,False,False
PRD0182,Dolo Capsules 30 tablets,Healthcare,23.87,39.56,180.44,Medium,Medium,Medium,730,Blister,Paperboard (Folding Carton),False,False,False
PRD0183,Cadbury Pasta 500 g,Food,500.0,1097.71,93.5,Low,Low,Medium,240,Wrapper,Cellulose Film,False,False,False
PRD0184,Milky Mist Buttermilk 1000 ml,Dairy,1000.0,1117.13,44.37,Medium,High,High,7,Pouch,HDPE Plastic,False,False,False
PRD0185,Sugar Cosmetics Perfume 50 ml,Cosmetics,50.0,53.91,878.66,Medium,Low,Medium,1095,Box,Paperboard (Folding Carton),False,False,False
PRD0186,Ariel Air Freshener 150 g,Home Care,150.0,240.79,37.29,Low,Low,Low,720,Can,Aluminum (Primary),False,False,False
PRD0187,Clinic Plus Lotion 100 ml v2,Personal Care,100.0,103.61,73.86,Low,Low,Medium,720,Bottle,HDPE Plastic,False,False,False
PRD0188,Colin Toilet Cleaner 1000 ml,Home Care,1000.0,1043.67,145.73,Low,Low,Low,720,Pouch,LDPE Plastic,False,False,False
PRD0189,Britannia Pasta 500 g,Food,500.0,799.84,103.08,Low,Low,Medium,240,Wrapper,Cellulose Film,False,False,False
PRD0190,Red Bull Iced Tea 1000 ml,Beverages,1000.0,1106.54,97.94,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0191,Himalaya Toothpaste 150 g v2,Personal Care,150.0,185.22,75.64,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0192,Odonil Dishwash Liquid 1000 ml,Home Care,1000.0,1092.87,177.56,Low,Low,Low,720,Bag,HDPE Plastic,False,False,False
PRD0193,Nestlé Pasta 1000 g,Food,1000.0,1777.35,193.71,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton),False,False,False
PRD0194,HP Smartphone Midrange,Electronics,189.77,452.16,24999.0,High,Low,Low,365,Box,Corrugated Cardboard,False,False,False
PRD0195,Maybelline Gel 50 g,Cosmetics,50.0,83.87,51.03,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0196,Britannia Dairy Buttermilk 1000 ml,Dairy,1000.0,1062.94,41.66,Medium,High,High,7,Pouch,HDPE Plastic,False,False,False
PRD0197,Heritage Yogurt 85 g,Dairy,85.0,116.14,10.0,Medium,High,High,20,Cup,Paperboard (Folding Carton),False,False,False
PRD0198,Rajdhani Salt 500 g,Grocery,500.0,994.32,14.69,Low,Low,Low,365,Pouch,PP Plastic,False,False,False
PRD0199,Fortune Pulses 2000 g,Grocery,2000.0,4061.11,243.22,Low,Low,Low,365,Pouch,LDPE Plastic,False,False,False
PRD0200,Cadbury Dry Fruits 200 g,Food,200.0,351.39,192.81,Low,Low,Medium,240,Wrapper,Cellulose Film,False,False,False
PRD0201,Himalaya Toothpaste 150 g,Personal Care,150.0,205.0,83.41,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0202,Maaza Iced Tea 1000 ml,Beverages,1000.0,1092.0,85.3,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0203,Kissan Cereal 1000 g,Food,1000.0,1406.83,351.76,Low,Low,Medium,240,Box,LDPE Plastic,False,False,False
PRD0204,Nestlé Biscuits 500 g v2,Food,500.0,892.09,61.54,Low,Low,Medium,240,Pouch,LDPE Plastic,False,False,False
PRD0205,Dove Body Wash 200 ml v2,Personal Care,200.0,215.45,109.87,Low,Low,Medium,720,Bottle,HDPE Plastic,False,False,False
PRD0206,Britannia Dairy Lassi 1000 ml,Dairy,1000.0,1110.98,40.71,Medium,High,High,10,Bottle,LDPE Plastic,False,False,False
PRD0207,JBL Earphones TWS,Electronics,67.46,109.73,1699.0,Medium,Low,Low,365,Box,Paperboard (Folding Carton),False,False,False
PRD0208,Dove Lotion 200 ml,Personal Care,200.0,229.34,137.88,Low,Low,Medium,720,Bottle,HDPE Plastic,False,False,False
PRD0209,Everest Tea 250 g,Grocery,250.0,328.45,125.93,Low,Low,High,365,Bag,Kraft Paper (Unbleached),False,False,False
PRD0210,Lizol Surface Cleaner 500 ml,Home Care,500.0,525.17,77.38,Low,Low,Low,720,Bag,LDPE Plastic,False,False,False
PRD0211,Everest Flour 5000 g,Grocery,5000.0,11928.95,269.2,Low,Low,Low,365,Bag,PP Plastic,False,True,False
PRD0212,HP Laptop 15-inch,Electronics,1283.66,4634.65,64999.0,High,Low,Low,365,Box,Corrugated Cardboard,False,False,True
PRD0213,Fortune Sugar 5000 g,Grocery,5000.0,12359.05,230.73,Low,Low,Low,365,Bag,PP Plastic,False,True,False
PRD0214,Red Bull Mineral Water 1000 ml,Beverages,1000.0,1108.02,43.81,Medium,Medium,Low,365,Bottle,PET Plastic,False,False,False
PRD0215,Saffola Spices 50 g v3,Grocery,50.0,93.05,29.3,Low,Low,High,365,Bag,LDPE Plastic,False,False,False
PRD0216,Mother Dairy Curd 1000 ml,Dairy,1000.0,1129.66,38.57,Medium,High,High,7,Bottle,HDPE Plastic,False,False,False
PRD0217,Patanjali Flour 5000 g,Grocery,5000.0,9208.66,300.17,Low,Low,Low,365,Pouch,PP Plastic,False,False,False
PRD0218,Nandini Butter 500 g,Dairy,500.0,1025.88,141.92,Medium,High,High,180,Box,LDPE Plastic,False,False,False
PRD0219,Nestlé Sauce 200 g,Food,200.0,284.09,37.7,Medium,Low,Low,540,Bottle,Glass (Soda-Lime),False,False,False
PRD0220,Sprite Tea 500 g,Beverages,500.0,683.89,231.4,Medium,Medium,Low,365,Pouch,LDPE Plastic,False,False,False
PRD0221,Colin Toilet Cleaner 500 ml,Home Care,500.0,545.05,80.05,Low,Low,Low,720,Bag,HDPE Plastic,False,False,False
PRD0222,Cadbury Chocolate 80 g,Food,80.0,159.5,72.96,Low,Medium,High,365,Wrapper,Paperboard (Folding Carton),False,False,False
PRD0223,Lizol Toilet Cleaner 1000 ml,Home Care,1000.0,1145.98,148.46,Low,Low,Low,720,Pouch,LDPE Plastic,False,False,False
PRD0224,Maaza Soda 250 ml,Beverages,250.0,262.48,21.98,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0225,L'Oréal Serum 50 ml,Cosmetics,50.0,108.61,1095.35,Low,Low,Medium,730,Tube,Glass (Soda-Lime),False,False,False
PRD0226,Coca-Cola Mineral Water 1000 ml,Beverages,1000.0,1109.38,36.69,Medium,Medium,Low,365,Can,Steel (Carbon Steel),False,False,False
PRD0227,Nandini Cheese 500 g,Dairy,500.0,1094.21,192.17,Medium,High,High,180,Box,Paperboard (Folding Carton),False,False,False
PRD0228,Plum Sunscreen 100 g,Cosmetics,100.0,173.37,247.45,Low,Low,Medium,540,Tube,HDPE Plastic,False,False,False
PRD0229,Soframycin Bandage 5 roll,Healthcare,212.63,375.38,63.25,Medium,Medium,Medium,1095,Bottle,HDPE Plastic,False,False,False
PRD0230,Dettol Lotion 400 ml,Personal Care,400.0,444.44,290.4,Low,Low,Medium,720,Pouch,LDPE Plastic,False,False,False
PRD0231,Bisleri Energy Drink 250 ml,Beverages,250.0,282.17,55.58,Medium,Medium,Low,365,Bottle,PET Plastic,False,False,False
PRD0232,Lifebuoy Face Wash 50 g v2,Personal Care,50.0,84.91,46.29,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0233,Bingo Pasta 250 g,Food,250.0,451.67,44.13,Low,Low,Medium,240,Box,Cellulose Film,False,False,False
PRD0234,Cadbury Chips 200 g,Food,200.0,371.95,68.2,Low,Low,Medium,240,Pouch,LDPE Plastic,False,False,False
PRD0235,Cadbury Namkeen 200 g,Food,200.0,433.74,54.33,Low,Low,Medium,240,Box,LDPE Plastic,False,False,False
PRD0236,Heritage Curd 400 ml,Dairy,400.0,436.11,16.76,Medium,High,High,7,Pouch,LDPE Plastic,False,False,False
PRD0237,Bisleri Juice 500 ml,Beverages,500.0,547.67,63.71,Medium,Medium,Low,120,Bottle,PET Plastic,False,False,False
PRD0238,Aashirvaad Coffee 500 g,Grocery,500.0,761.06,374.83,Low,Low,High,365,Bag,PP Plastic,False,False,False
PRD0239,24 Mantra Oil 5000 g,Grocery,5000.0,6360.38,892.35,Medium,Low,Low,540,Bottle,Glass (Soda-Lime),False,False,False
PRD0240,MDH Pulses 1000 g,Grocery,1000.0,2347.3,120.79,Low,Low,Low,365,Bag,PP Plastic,False,False,False
PRD0241,Kissan Namkeen 1000 g,Food,1000.0,1606.08,288.19,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton),False,False,False
PRD0242,Realme Bluetooth Speaker Standard,Electronics,1037.08,793.71,3499.0,Medium,Low,Low,365,Box,Corrugated Cardboard,False,False,False
PRD0243,Head & Shoulders Lotion 100 ml v2,Personal Care,100.0,106.83,66.08,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0244,Harpic Toilet Cleaner 1000 ml,Home Care,1000.0,1045.9,132.56,Low,Low,Low,720,Pouch,HDPE Plastic,False,False,False
PRD0245,Mamaearth Sunscreen 50 g,Cosmetics,50.0,86.41,123.81,Low,Low,Medium,540,Bottle,HDPE Plastic,False,False,False
PRD0246,Colgate Toothpaste 200 g,Personal Care,200.0,292.93,104.8,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0247,Odonil Floor Cleaner 500 ml,Home Care,500.0,568.96,62.45,Low,Low,Low,720,Bottle,LDPE Plastic,False,False,False
PRD0248,OnePlus Smartphone Budget,Electronics,190.4,475.71,15999.0,High,Low,Low,365,Box,Paperboard (Folding Carton),False,False,False
PRD0249,Real Iced Tea 1000 ml,Beverages,1000.0,1082.53,94.46,Medium,Medium,Low,180,Can,Steel (Carbon Steel),False,False,False
PRD0250,Heritage Curd 400 ml v2,Dairy,400.0,434.54,18.28,Medium,High,High,7,Pouch,LDPE Plastic,False,False,False
PRD0251,Colin Insect Repellent 60 g,Home Care,60.0,96.83,32.84,Low,Low,Low,720,Can,HDPE Plastic,False,False,False
PRD0252,Clinic Plus Lotion 100 ml,Personal Care,100.0,108.44,69.69,Low,Low,Medium,720,Pouch,LDPE Plastic,False,False,False
PRD0253,Dhara Salt 500 g,Grocery,500.0,747.9,15.36,Low,Low,Low,365,Bag,PP Plastic,False,False,False
PRD0254,Everest Salt 1000 g,Grocery,1000.0,1969.44,30.65,Low,Low,Low,365,Pouch,LDPE Plastic,False,False,False
PRD0255,Real Mineral Water 500 ml,Beverages,500.0,523.14,20.31,Medium,Medium,Low,365,Can,Steel (Carbon Steel),False,False,False
PRD0256,Ariel Air Freshener 60 g,Home Care,60.0,102.96,25.95,Low,Low,Low,720,Box,Aluminum (Primary),False,False,False
PRD0257,India Gate Honey 250 g,Grocery,250.0,445.68,105.23,Medium,Low,Low,540,Jar,PET Plastic,False,False,False
PRD0258,Paper Boat Coffee 500 g v2,Beverages,500.0,773.98,216.33,Medium,Medium,Low,365,Jar,LDPE Plastic,False,False,False
PRD0259,Good Knight Air Freshener 100 g,Home Care,100.0,150.28,24.08,Low,Low,Low,720,Can,Paperboard (Folding Carton),False,False,False
PRD0260,Lifebuoy Face Wash 50 g,Personal Care,50.0,71.84,46.06,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0261,Odonil Air Freshener 100 g,Home Care,100.0,173.22,25.07,Low,Low,Low,720,Can,Aluminum (Primary),False,False,False
PRD0262,Sugar Cosmetics Gel 50 g v2,Cosmetics,50.0,79.83,43.19,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0263,Volini Sanitizer 500 ml,Healthcare,500.0,557.28,135.74,Medium,Medium,Medium,730,Bottle,Paperboard (Folding Carton),False,False,False
PRD0264,The Body Shop Compact 6 g,Cosmetics,6.0,11.54,529.02,Medium,Low,Medium,1095,Bottle,Glass (Soda-Lime),False,False,False
PRD0265,Lux Lotion 400 ml,Personal Care,400.0,454.14,284.72,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0266,Lux Conditioner 340 ml,Personal Care,340.0,350.58,194.85,Low,Low,Medium,720,Pouch,HDPE Plastic,False,False,False
PRD0267,Coca-Cola Mineral Water 2000 ml,Beverages,2000.0,2172.66,80.81,Medium,Medium,Low,365,Bottle,PET Plastic,False,False,False
PRD0268,Patanjali Salt 1000 g,Grocery,1000.0,1465.37,26.09,Low,Low,Low,365,Bag,PP Plastic,False,False,False
PRD0269,Benadryl Antiseptic 100 ml,Healthcare,100.0,112.94,260.7,Medium,Medium,Medium,730,Bottle,Glass (Soda-Lime),False,False,False
PRD0270,Colgate Conditioner 180 ml,Personal Care,180.0,206.94,98.93,Low,Low,Medium,720,Bottle,HDPE Plastic,False,False,False
PRD0271,Clinic Plus Face Wash 100 g,Personal Care,100.0,190.49,96.53,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0272,Mi Earphones TWS,Electronics,23.47,90.35,1599.0,Medium,Low,Low,365,Box,Paperboard (Folding Carton),False,False,False
PRD0273,The Body Shop Compact 6 g v2,Cosmetics,6.0,7.91,566.68,Medium,Low,Medium,1095,Box,Glass (Soda-Lime),False,True,False
PRD0274,Patanjali Salt 1000 g v2,Grocery,1000.0,1424.54,27.43,Low,Low,Low,365,Bag,LDPE Plastic,False,False,False
PRD0275,Lux Toothpaste 200 g,Personal Care,200.0,299.96,121.43,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0276,Milky Mist Yogurt 150 g v2,Dairy,150.0,300.63,10.0,Medium,High,High,20,Cup,Paperboard (Folding Carton),False,False,False
PRD0277,Coca-Cola Tea 100 g,Beverages,100.0,169.84,59.35,Medium,Medium,Low,365,Box,Glass (Soda-Lime),False,False,False
PRD0278,Tata Pickle 200 g,Grocery,200.0,372.39,44.94,Medium,Low,Low,540,Jar,Glass (Soda-Lime),False,False,False
PRD0279,Lux Conditioner 90 ml,Personal Care,90.0,97.58,55.67,Low,Low,Medium,720,Bottle,HDPE Plastic,False,False,False
PRD0280,Aashirvaad Salt 1000 g,Grocery,1000.0,1614.9,27.98,Low,Low,Low,365,Pouch,PP Plastic,False,False,False
PRD0281,Maaza Soft Drink 500 ml,Beverages,500.0,548.48,45.18,Medium,Medium,Low,180,Bottle,PET Plastic,False,False,False
PRD0282,Paper Boat Tea 250 g,Beverages,250.0,372.03,106.77,Medium,Medium,Low,365,Jar,Glass (Soda-Lime),False,False,False
PRD0283,Dettol Syrup 500 ml,Healthcare,500.0,562.09,154.19,Medium,Medium,Medium,540,Bottle,HDPE Plastic,False,False,False
PRD0284,MDH Oil 5000 g,Grocery,5000.0,10381.96,843.61,Medium,Low,Low,540,Bottle,Glass (Soda-Lime),False,False,False
PRD0285,Odonil Dishwash Liquid 500 ml,Home Care,500.0,540.91,85.59,Low,Low,Low,720,Bag,LDPE Plastic,False,False,False
PRD0286,JBL Bluetooth Speaker Standard,Electronics,1112.43,1414.01,2999.0,Medium,Low,Low,365,Box,Corrugated Cardboard,False,False,False
PRD0287,Paper Boat Mineral Water 2000 ml,Beverages,2000.0,2198.3,87.26,Medium,Medium,Low,365,Bottle,PET Plastic,False,False,False
PRD0288,Himalaya Handwash 200 ml,Personal Care,200.0,207.76,45.15,Low,Low,Medium,720,Pouch,LDPE Plastic,False,False,False
PRD0289,Odonil Surface Cleaner 500 ml v2,Home Care,500.0,523.13,72.14,Low,Low,Low,720,Pouch,HDPE Plastic,False,False,False
PRD0290,Slice Energy Drink 500 ml,Beverages,500.0,533.4,114.92,Medium,Medium,Low,365,Bottle,PET Plastic,False,False,False
PRD0291,Sugar Cosmetics Gel 50 g,Cosmetics,50.0,75.04,48.46,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0292,Lux Face Wash 150 g,Personal Care,150.0,289.11,145.32,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0293,Slice Tea 500 g v2,Beverages,500.0,701.78,228.21,Medium,Medium,Low,365,Pouch,Glass (Soda-Lime),False,False,False
PRD0294,Lakmé Gel 50 g,Cosmetics,50.0,63.36,47.18,Low,Low,Medium,720,Tube,HDPE Plastic,False,False,False
PRD0295,Britannia Chips 200 g,Food,200.0,293.04,68.0,Low,Low,Medium,240,Pouch,Cellulose Film,False,False,False
PRD0296,Benadryl Sanitizer 500 ml,Healthcare,500.0,527.14,156.88,Medium,Medium,Medium,730,Box,HDPE Plastic,False,False,False
PRD0297,Kellogg's Cereal 250 g,Food,250.0,426.78,93.34,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton),False,False,False
PRD0298,Lux Body Wash 200 ml,Personal Care,200.0,209.21,96.61,Low,Low,Medium,720,Bottle,LDPE Plastic,False,False,False
PRD0299,Bisleri Coffee 100 g,Beverages,100.0,218.07,56.84,Medium,Medium,Low,365,Pouch,Glass (Soda-Lime),False,False,False
PRD0300,India Gate Pickle 200 g,Grocery,200.0,248.87,45.61,Medium,Low,Low,540,Jar,PET Plastic,False,False,False
PRD0301,Dhara Tea 250 g,Grocery,250.0,384.73,126.67,Low,Low,High,365,Bag,LDPE Plastic,False,False,False
PRD0302,Heritage Yogurt 400 g,Dairy,400.0,844.25,15.21,Medium,High,High,20,Cup,PP Plastic,False,False,False
